,Unnamed: 0,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,LAT,LON,num_offenses,HOUR,WEEKDAY
4922,690207,232008528,4/19/2023 0:00,2023-04-19,850,20,Olympic,2029,2,888,TRESPASSING,1822 2052 0910,20.501612554112555,X,X,905.0,MTA - RED LINE - WILSHIRE/VERMONT,,,IC,Invest Cont,3100    WILSHIRE                     BL,,34.0652,-118.2878,1,8,Wednesday
4923,157448,201609819,6/8/2020 0:00,2020-06-08,1624,16,Foothill,1685,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0417,71,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,7700 N  LANKERSHIM                   BL,,34.2103,-118.3878,1,16,Monday
4924,398235,211113349,9/23/2021 0:00,2021-09-22,5,11,Northeast,1151,1,310,BURGLARY,0344 1609 0321,51,M,O,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,5000 W  SUNSET                       BL,,34.0981,-118.2989,1,0,Wednesday
4925,947768,241311632,7/28/2024 0:00,2024-07-27,1619,13,Newton,1333,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344 0352 1822,24,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,3200 S  CENTRAL                      AV,,34.0174,-118.2621,1,16,Saturday
4926,945634,240510709,8/16/2024 0:00,2024-08-16,400,5,Harbor,563,1,210,ROBBERY,2033 1206 1822 0916 0330 0416 1309 1310 1311 0209,48,M,W,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,11TH                         ST,PACIFIC                      AV,33.7343,-118.2879,1,4,Friday
4927,610858,220113667,6/6/2022 0:00,2022-06-04,1830,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609,28,F,W,101.0,STREET,,,IC,Invest Cont,3RD,CENTRAL,34.0461,-118.2395,1,18,Saturday
4928,509472,220409483,6/5/2022 0:00,2022-06-05,1100,4,Hollenbeck,429,2,624,BATTERY - SIMPLE ASSAULT,0913 0554 0400 0416,38,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,3800    SHEFFIELD                    AV,,34.0889,-118.1616,1,11,Sunday
4929,461147,221716830,11/28/2022 0:00,2022-11-26,1447,17,Devonshire,1705,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 0344 1202,77,M,A,101.0,STREET,,,AO,Adult Other,17500    TUSCAN                       DR,,34.3036,-118.5141,1,14,Saturday
4930,623093,220416209,12/11/2022 0:00,2022-12-11,110,4,Hollenbeck,462,2,625,OTHER ASSAULT,1309 0334 0447,23,M,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2100    WHITTIER                     BL,,34.0362,-118.2199,1,1,Sunday
4931,63071,200714683,10/8/2020 0:00,2020-10-08,1600,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1000 1300,90,F,W,301.0,GAS STATION,,,IC,Invest Cont,5300 W  OLYMPIC                      BL,,34.0573,-118.3459,1,16,Thursday
4932,846696,230907647,4/2/2023 0:00,2023-03-29,2018,9,Van Nuys,974,2,354,THEFT OF IDENTITY,0930 1822,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,4600    WILLIS                       AV,,34.1545,-118.4552,1,20,Wednesday
4933,878988,241413623,9/26/2024 0:00,2024-09-26,1355,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,19.971107142857143,X,X,402.0,MARKET,,,AA,Adult Arrest,6800    LA CIENEGA                   BL,,33.9761,-118.3726,1,13,Thursday
4934,702057,230107134,2/16/2023 0:00,2023-02-15,1830,1,Central,129,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 0377 1300,23,F,O,101.0,STREET,,,IC,Invest Cont,600 N  GAREY                        ST,,34.0522,-118.2342,1,18,Wednesday
4935,386317,210414730,11/9/2021 0:00,2021-11-09,1800,4,Hollenbeck,457,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,42,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,2800 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032,1,18,Tuesday
4936,114486,201815237,8/8/2020 0:00,2020-08-08,840,18,Southeast,1821,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,CENTURY                      ST,FIGUEROA                     ST,33.9455,-118.2826,1,8,Saturday
4937,978140,241413186,9/14/2024 0:00,2024-09-11,1220,14,Pacific,1434,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352,19,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,12700    VENICE                       BL,,33.9974,-118.4463,1,12,Wednesday
4938,619416,222019304,12/14/2022 0:00,2022-12-13,1400,20,Olympic,2053,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 0346,66,M,B,124.0,BUS STOP,,,IC,Invest Cont,WESTERN                      AV,OLYMPIC                      BL,34.0526,-118.3091,1,14,Tuesday
4939,661574,230604528,1/14/2023 0:00,2023-01-13,100,6,Hollywood,632,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1500 N  LAUREL                       AV,,34.098,-118.3643,1,1,Friday
4940,895655,240108934,3/12/2024 0:00,2024-03-12,1435,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,22,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,700 S  FIGUEROA                     ST,,34.0483,-118.2631,1,14,Tuesday
4941,824095,231004566,1/16/2023 0:00,2023-01-16,2350,10,West Valley,1045,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0913 1813 0448 0408 1414 0418,35,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,17900    EMELITA                      ST,,34.1776,-118.523,2,23,Monday
4942,746147,230110592,4/13/2023 0:00,2023-04-13,1010,1,Central,195,1,330,BURGLARY FROM VEHICLE,1609 0344 1300 0329,39,M,H,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,1300 S  HILL                         ST,,34.0377,-118.2622,1,10,Thursday
4943,366572,211220593,9/29/2021 0:00,2021-09-27,1900,12,77th Street,1256,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 0908 1402,15,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,73RD                         ST,FIGUEROA                     ST,33.9737,-118.2827,2,19,Monday
4944,81125,200808373,4/17/2020 0:00,2020-04-16,1930,8,West LA,832,1,330,BURGLARY FROM VEHICLE,0344 1822,33,M,A,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,11600    GOSHEN                       AV,,34.0517,-118.4599,1,19,Thursday
4945,370832,210205788,2/12/2021 0:00,2021-02-08,1308,2,Rampart,237,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0385 1822,35,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,100    UNION                        PL,,34.0634,-118.2643,1,13,Monday
4946,319009,210907605,4/1/2021 0:00,2021-03-31,1330,9,Van Nuys,919,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,AA,Adult Arrest,13500    KITTRIDGE                    ST,,34.1951,-118.4275,1,13,Wednesday
4947,967754,241106455,3/4/2024 0:00,2024-03-04,1230,11,Northeast,1129,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 0913 2000 0446 0416,26,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,600    SAN PASCUAL                  AV,,34.1172,-118.1738,1,12,Monday
4948,810126,230207984,3/22/2023 0:00,2023-03-21,2300,2,Rampart,271,2,664,"BUNCO, PETTY THEFT",0701 1822 0800 0216,34,M,O,102.0,SIDEWALK,,,IC,Invest Cont,900 S  GRAND VIEW                   ST,,34.0543,-118.2809,1,23,Tuesday
4949,487641,222009692,5/11/2022 0:00,2022-05-09,1515,20,Olympic,2091,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913 2004 1906,30,F,A,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AO,Adult Other,2100    ARLINGTON                    AV,,34.038,-118.3177,1,15,Monday
4950,402392,211407619,3/4/2021 0:00,2021-03-04,815,14,Pacific,1431,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 1822 0416,33,M,H,117.0,BEACH,312.0,PIPE/METAL PIPE,AO,Adult Other,1800    OCEAN FRONT                  WK,,33.9857,-118.4726,2,8,Thursday
4951,14010,200218558,12/13/2020 0:00,2020-12-13,1417,2,Rampart,245,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,2400 W  7TH                          ST,,34.061,-118.2775,1,14,Sunday
4952,569421,221100963,11/5/2022 0:00,2022-11-04,900,11,Northeast,1162,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0334 1814 0302 1419 1407 0907 1402 0419,18,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,1100 N  VIRGIL                       AV,,34.0909,-118.2867,2,9,Friday
4953,801744,230513805,9/20/2023 0:00,2023-09-20,2100,5,Harbor,513,2,946,OTHER MISCELLANEOUS CRIME,1501,40.524454380517156,M,O,101.0,STREET,,,IC,Invest Cont,25200    NORMANDIE                    AV,,33.7958,-118.2975,1,21,Wednesday
4954,991521,240217064,11/14/2024 0:00,2024-11-14,1100,2,Rampart,219,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1200    BELLEVUE                     AV,,34.0669,-118.2515,1,11,Thursday
4955,950769,240410812,10/15/2024 0:00,2024-10-15,1700,4,Hollenbeck,469,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1402 1300,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,3400    GLEASON                      AV,,34.0363,-118.1956,2,17,Tuesday
4956,741829,231719510,12/12/2023 0:00,2023-12-12,1630,17,Devonshire,1735,2,900,VIOLATION OF COURT ORDER,2038 1202 2004 0913 0561 0602,78,F,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,17800    HORACE                       ST,,34.2697,-118.5215,1,16,Tuesday
4957,595574,221216926,8/2/2022 0:00,2022-03-23,1100,12,77th Street,1231,2,354,THEFT OF IDENTITY,0930 1822 0377,61,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,4400 W  64TH                         ST,,33.9852,-118.3463,1,11,Wednesday
4958,612824,221407519,3/10/2022 0:00,2022-03-09,2300,14,Pacific,1477,1,330,BURGLARY FROM VEHICLE,0344 1300,44,M,W,101.0,STREET,,,IC,Invest Cont,5800 W  78TH                         ST,,33.9691,-118.3832,1,23,Wednesday
4959,907560,241208548,3/18/2024 0:00,2024-03-18,1240,12,77th Street,1258,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1309 2000 1814 1240 0448 0408,30,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,FLORENCE,SAN PEDRO,33.9747,-118.2696,1,12,Monday
4960,13215,201220665,9/14/2020 0:00,2020-09-14,1300,12,77th Street,1248,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0360 0400 0447 0552 0913 1251 1259,16,M,B,501.0,SINGLE FAMILY DWELLING,212.0,BOTTLE,AO,Adult Other,800 W  62ND                         PL,,33.9828,-118.2892,1,13,Monday
4961,45613,201009262,5/22/2020 0:00,2020-05-22,1040,10,West Valley,1029,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000 0913 1814 2029 0444 0447,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,7100    WOODLEY                      AV,,34.1994,-118.4837,1,10,Friday
4962,887808,241415485,11/29/2024 0:00,2024-11-26,2020,14,Pacific,1426,2,354,THEFT OF IDENTITY,0377 1822 0930 0929,28,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,3300    SAWTELLE                     BL,,34.0221,-118.4282,1,20,Tuesday
4963,319659,211318459,11/4/2021 0:00,2021-10-01,954,13,Newton,1322,2,354,THEFT OF IDENTITY,100,41,F,H,750.0,CYBERSPACE,,,IC,Invest Cont,600 E  27TH                         ST,,34.0242,-118.2623,1,9,Friday
4964,58385,200816242,11/9/2020 0:00,2020-11-09,2230,8,West LA,851,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0446 0305 0913 0342,48,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,11900    SANTA MONICA                 BL,,34.0406,-118.4631,1,22,Monday
4965,1004982,250400004,2/26/2025 0:00,2025-02-26,915,4,Hollenbeck,477,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,800    EUCLID                       AV,,34.0322,-118.2117,1,9,Wednesday
4966,716023,231604908,1/30/2023 0:00,2023-01-29,1720,16,Foothill,1667,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 0561 0913,70,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,9800    SHADOW WAY                   ST,,34.2483,-118.3444,1,17,Sunday
4967,465365,221209067,4/2/2022 0:00,2022-04-01,2130,12,77th Street,1273,1,220,ATTEMPTED ROBBERY,0342 1206 1822 0416 0334 1281 0370 0446 0432,22,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,8700 S  HOBART                       BL,,33.9576,-118.3079,1,21,Friday
4968,451453,221614552,11/25/2022 0:00,2022-11-25,600,16,Foothill,1657,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0416,40,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,10200    SAMOA                        AV,,34.2544,-118.2873,1,6,Friday
4969,373760,210105267,1/30/2021 0:00,2021-01-30,200,1,Central,195,2,624,BATTERY - SIMPLE ASSAULT,2004 0910 0448 0444 0416 1822 2051 2049,41,M,H,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY,VENICE,0.0,0.0,1,2,Saturday
4970,421825,221014574,9/28/2022 0:00,2022-09-26,1315,10,West Valley,1097,2,662,"BUNCO, GRAND THEFT",1822 0344 0114 1202 1402,95,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,17200    BENNER                       PL,,34.1505,-118.5082,2,13,Monday
4971,945936,240707954,4/8/2024 0:00,2024-04-06,1645,7,Wilshire,737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,20.530285714285714,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,5200    WILSHIRE                     BL,,34.0622,-118.3429,1,16,Saturday
4972,758306,231409511,2/25/2023 0:00,2023-02-25,1103,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 1822 0325 0344 0352 1221,22,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,6800    LA TIJERA                    BL,,33.9773,-118.3718,1,11,Saturday
4973,468086,220710489,6/16/2022 0:00,2022-06-15,1200,7,Wilshire,763,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,41.345974455927646,,H,104.0,DRIVEWAY,,,IC,Invest Cont,1400 S  FAIRFAX                      AV,,34.0515,-118.3666,1,12,Wednesday
4974,782646,230114826,6/26/2023 0:00,2023-06-25,1700,1,Central,192,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1800 S  FLOWER                       ST,,34.0353,-118.2699,1,17,Sunday
4975,933256,240808066,4/28/2024 0:00,2024-04-24,1725,8,West LA,852,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,11800    SANTA MONICA                 BL,,34.0428,-118.4582,1,17,Wednesday
4976,103902,200912439,7/16/2020 0:00,2020-07-15,1000,9,Van Nuys,931,1,480,BIKE - STOLEN,344,31,M,H,116.0,OTHER/OUTSIDE,,,AO,Adult Other,6300    PEACH                        AV,,34.1848,-118.4675,1,10,Wednesday
4977,712548,231800846,7/30/2023 0:00,2023-07-28,1730,18,Southeast,1871,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 0913 2004 0418 1402 1407 1419,28,F,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,FIGUEROA                     ST,135TH,33.9092,-118.2827,2,17,Friday
4978,698601,231607099,4/9/2023 0:00,2023-04-07,1355,16,Foothill,1653,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,19.971107142857143,X,X,402.0,MARKET,,,IC,Invest Cont,SAN FERNANDO                 RD,SUNBURST                     ST,34.2549,-118.4103,1,13,Friday
4979,334336,211908688,5/14/2021 0:00,2021-05-10,1200,19,Mission,1901,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1402,23,M,O,101.0,STREET,,,IC,Invest Cont,15800    JOSEPH                       CT,,34.3223,-118.4765,2,12,Monday
4980,740934,231221748,10/22/2023 0:00,2023-10-21,1930,12,77th Street,1213,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344,64,F,B,104.0,DRIVEWAY,,,IC,Invest Cont,5700    RUTHELEN                     ST,,33.991,-118.3126,1,19,Saturday
4981,115464,201913416,8/17/2020 0:00,2020-08-17,2030,19,Mission,1924,2,901,VIOLATION OF RESTRAINING ORDER,2038,40,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,15000    PADDOCK                      ST,,34.2968,-118.4596,1,20,Monday
4982,46846,201215517,6/28/2020 0:00,2020-06-28,515,12,77th Street,1255,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0554 0602 0358 0408 0444 0429 0421 0422 0913,24,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,7500    DALTON                       AV,,33.9719,-118.3035,1,5,Sunday
4983,954247,241414923,10/29/2024 0:00,2024-10-29,719,14,Pacific,1494,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1820 0443 1236,34,F,B,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,100    WORLD                        WY,,33.9455,-118.4004,1,7,Tuesday
4984,327688,211318372,11/1/2021 0:00,2021-11-01,1500,13,Newton,1364,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,30,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,1100 E  VERNON                       AV,,34.0039,-118.2559,1,15,Monday
4985,910028,241912206,10/8/2024 0:00,2024-09-18,1000,19,Mission,1977,2,354,THEFT OF IDENTITY,,28,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,8700    SPARTON                      AV,,34.229,-118.4323,1,10,Wednesday
4986,205107,212007832,4/8/2021 0:00,2021-04-08,1400,20,Olympic,2022,1,210,ROBBERY,0104 1822 0334 0302 0324 0321 0344 0378,48,F,A,203.0,OTHER BUSINESS,102.0,HAND GUN,IC,Invest Cont,400 S  WESTERN                      AV,,34.0655,-118.3114,1,14,Thursday
4987,709457,231504613,1/16/2023 0:00,2023-01-16,2030,15,N Hollywood,1591,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446,23,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,ALCOVE,VENTURA,34.1449,-118.4125,1,20,Monday
4988,935691,240812302,12/2/2024 0:00,2024-12-01,621,8,West LA,883,2,354,THEFT OF IDENTITY,922,32,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,11100 W  PICO                         BL,,34.04,-118.4393,1,6,Sunday
4989,676543,231219339,9/11/2023 0:00,2023-09-09,1400,12,77th Street,1204,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0556 0400 0416,8,M,H,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,1400 W  45TH                         ST,,34.0028,-118.3002,1,14,Saturday
4990,989704,242010648,8/7/2024 0:00,2024-08-05,2030,20,Olympic,2022,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,MANHATTAN                    PL,3RD                          ST,34.069,-118.3104,1,20,Monday
4991,895148,240905637,2/14/2024 0:00,2024-01-27,1759,9,Van Nuys,964,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,44,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,14300    HUSTON                       ST,,34.1594,-118.4444,1,17,Saturday
4992,906225,241414260,10/20/2024 0:00,2024-10-19,1400,14,Pacific,1433,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1300    PALMS                        BL,,34.0019,-118.4539,1,14,Saturday
4993,358580,210112734,6/29/2021 0:00,2021-06-29,1604,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2001 1822,22.522079245917475,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,700 S  FIGUEROA                     ST,,34.0483,-118.2631,1,16,Tuesday
4994,998414,240210446,6/1/2024 0:00,2024-06-01,1055,2,Rampart,246,2,888,TRESPASSING,1822 1501 0910,20.501612554112555,X,X,904.0,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,600 S  ALVARADO                     ST,,34.0595,-118.2749,1,10,Saturday
4995,998928,242010919,8/21/2024 0:00,2024-08-20,2100,20,Olympic,2097,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1800 W  WASHINGTON                   BL,,34.04,-118.2974,1,21,Tuesday
4996,855365,230210390,5/10/2023 0:00,2023-05-10,1715,2,Rampart,256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0334 0432 0447 0416 0913 0554 0602,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302.0,BLUNT INSTRUMENT,IC,Invest Cont,600 S  BONNIE BRAE                  ST,,34.0585,-118.2725,1,17,Wednesday
4997,727879,230120174,9/20/2023 0:00,2023-09-20,225,1,Central,111,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,700 W  CESAR E CHAVEZ               AV,,34.0606,-118.2439,1,2,Wednesday
4998,792924,230401092,6/21/2023 0:00,2023-05-01,800,4,Hollenbeck,497,1,251,SHOTS FIRED AT INHABITED DWELLING,0450 1402 1407,58,F,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,1200    GLENNCROSS                   CT,,34.0187,-118.2118,2,8,Monday
4999,762701,230813274,8/13/2023 0:00,2023-07-25,300,8,West LA,835,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0342 0344 0349 1822,26,M,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,1800    MIDVALE                      AV,,34.0493,-118.4378,1,3,Tuesday
5000,839006,231209717,4/7/2023 0:00,2023-04-07,305,12,77th Street,1209,1,510,VEHICLE - STOLEN,1300 1302 1402 1309 1822 0330,21,M,O,101.0,STREET,,,AO,Adult Other,VERNON                       AV,FLOWER                       ST,34.0038,-118.2816,1,3,Friday
5001,563955,220613863,7/27/2022 0:00,2022-07-21,1,6,Hollywood,642,2,354,THEFT OF IDENTITY,0377 1822 1501 0929 0928,31,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,7600    HOLLYWOOD                    BL,,34.1017,-118.355,1,0,Thursday
5002,516162,220704178,1/6/2022 0:00,2022-01-05,1900,7,Wilshire,762,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1400 S  HAYWORTH                     AV,,34.0517,-118.3675,1,19,Wednesday
5003,333827,211215192,7/5/2021 0:00,2021-07-05,535,12,77th Street,1259,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1823 0913 0212 0306 0421 0411 0408 2047 0915,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212.0,BOTTLE,AA,Adult Arrest,800 E  76TH                         ST,,33.9712,-118.2608,1,5,Monday
5004,786342,230708215,4/8/2023 0:00,2023-04-08,1000,7,Wilshire,701,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 0447 1822,26,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MELROSE                      AV,ORLANDO                      AV,34.0835,-118.3731,1,10,Saturday
5005,62363,200314079,7/12/2020 0:00,2020-07-12,1900,3,Southwest,336,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0386 0359,40,F,H,108.0,PARKING LOT,113.0,SIMULATED GUN,IC,Invest Cont,2700 S  WESTERN                      AV,,34.0282,-118.3133,1,19,Sunday
5006,192142,201908072,3/26/2020 0:00,2020-03-18,1800,19,Mission,1984,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1402 2000 0416,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8800    WILLIS                       AV,,34.23,-118.4553,2,18,Wednesday
5007,378358,210511279,7/9/2021 0:00,2021-07-09,1605,5,Harbor,524,2,624,BATTERY - SIMPLE ASSAULT,0448 0400 1202 2021 1701,87,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,1200 W  E                            ST,,33.7748,-118.2771,1,16,Friday
5008,769283,231907817,4/8/2023 0:00,2023-04-07,2230,19,Mission,1991,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 1822,27,M,B,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,ROSCOE,N  SEPULVEDA                    BL,34.2214,-118.4677,1,22,Friday
