,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
446979,220110137,4/11/2022 0:00,4/11/2022 0:00,2337,1,Central,142,1,761,BRANDISH WEAPON,1822 1402 0910 2048,39,F,B,902.0,MTA - RED LINE - PERSHING SQUARE,204.0,FOLDING KNIFE,IC,Invest Cont,761.0,,,,5TH,HILL,34.0488,-118.2518
853022,230915072,10/10/2023 0:00,10/9/2023 0:00,800,9,Van Nuys,904,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7300 N  SEPULVEDA                    BL,,34.203,-118.4662
536439,220304181,1/4/2022 0:00,1/1/2022 0:00,1245,3,Southwest,375,2,354,THEFT OF IDENTITY,0100 1822 0922,40,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700    LEIGHTON                     AV,,34.0128,-118.3111
609123,220508932,5/8/2022 0:00,5/8/2022 0:00,1245,5,Harbor,555,2,624,BATTERY - SIMPLE ASSAULT,0416 1309 0360 0913 0602,31,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,900 W  CRESTWOOD                    AV,,33.7493,-118.2967
76621,200918351,12/11/2020 0:00,12/10/2020 0:00,1800,9,Van Nuys,923,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,23,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,6700 N  SEPULVEDA                    BL,,34.1921,-118.4662
895011,252004082,12/29/2024 0:00,12/29/2024 0:00,2005,20,Olympic,2088,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,23,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,1800    ORCHARD                      AV,,34.0411,-118.2888
370323,211809577,4/27/2021 0:00,4/27/2021 0:00,920,18,Southeast,1823,1,761,BRANDISH WEAPON,0334 0913 0421 0312,38,F,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761.0,,,,95TH,E  AVALON,33.9502,-118.2652
550902,222108003,4/14/2022 0:00,4/14/2022 0:00,1130,21,Topanga,2125,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1814 2000,32,F,B,108.0,PARKING LOT,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,21800    SATICOY                      ST,,34.2119,-118.6017
610090,222113693,8/30/2022 0:00,8/23/2022 0:00,800,21,Topanga,2177,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,21600    BURBANK                      BL,,34.1733,-118.6002
519887,221709636,6/3/2022 0:00,6/3/2022 0:00,2233,17,Devonshire,1799,2,946,OTHER MISCELLANEOUS CRIME,,50,M,W,101.0,STREET,,,AA,Adult Arrest,946.0,,,,8300    BLEWETT                      AV,,34.2217,-118.4798
650587,230907049,3/18/2023 0:00,3/17/2023 0:00,1930,9,Van Nuys,919,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,7100    WOODMAN                      AV,,34.1994,-118.4313
420214,221222812,11/2/2022 0:00,11/2/2022 0:00,1230,12,77th Street,1258,2,624,BATTERY - SIMPLE ASSAULT,1202 1822 0319 0416,70,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 W  73RD                         ST,,33.9737,-118.2764
497813,221213248,6/3/2022 0:00,5/30/2022 0:00,930,12,77th Street,1273,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 1814 0913,40,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,1900 W  MANCHESTER                   AV,,33.96,-118.3112
834372,231321138,11/25/2023 0:00,11/25/2023 0:00,1525,13,Newton,1367,1,210,ROBBERY,0342 0344 0352 0371 0416 1251 1281 1822 0906 0336,16,M,H,216.0,SWAP MEET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,4500 S  ALAMEDA                      ST,,34.0001,-118.2389
329022,211612002,9/29/2021 0:00,9/27/2021 0:00,600,16,Foothill,1698,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1814,21,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7900    DE GARMO                     AV,,34.214,-118.3531
448673,220216616,9/13/2022 0:00,9/13/2022 0:00,1645,2,Rampart,261,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 1813 0400 2000,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,800 S  PARK VIEW                    ST,,34.0559,-118.2813
751562,230219795,10/26/2023 0:00,10/26/2023 0:00,935,2,Rampart,237,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000,29,F,B,102.0,SIDEWALK,,,AO,Adult Other,901.0,,,,200    WITMER                       ST,,34.061,-118.2615
527713,221013190,8/24/2022 0:00,8/24/2022 0:00,745,10,West Valley,1061,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1813 1821 0400,86,M,O,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,19100    VENTURA                      BL,,34.1726,-118.5507
704888,231414045,7/14/2023 0:00,7/7/2023 0:00,1900,14,Pacific,1431,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,30,F,W,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440.0,,,,17TH,OCEAN FRONT                  WK,33.9866,-118.4728
381783,211604816,1/30/2021 0:00,1/30/2021 0:00,530,16,Foothill,1621,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10500    HADDON                       AV,,34.2612,-118.4288
464765,221412826,6/22/2022 0:00,5/25/2022 0:00,2030,14,Pacific,1483,2,354,THEFT OF IDENTITY,377,62,M,W,751.0,WEBSITE,,,IC,Invest Cont,354.0,,,,7200 W  91ST                         ST,,33.9553,-118.4206
419248,221405265,1/24/2022 0:00,1/20/2022 0:00,2000,14,Pacific,1456,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,40,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740.0,,,,11700    AVON                         WY,,33.9981,-118.4169
634514,241704407,1/9/2024 0:00,4/9/2022 0:00,2010,17,Devonshire,1788,2,354,THEFT OF IDENTITY,1822 0917,24,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8800    OAK PARK                     AV,,34.2306,-118.5055
136758,201314829,8/1/2020 0:00,8/1/2020 0:00,1950,13,Newton,1371,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407 1822,0,M,W,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,753.0,,,,53RD                         ST,GRAND                        AV,33.9942,-118.2801
338842,210319452,11/27/2021 0:00,11/15/2021 0:00,100,3,Southwest,361,1,310,BURGLARY,0344 1202 1822 1606,66,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4000    STEVELY                      AV,,34.0131,-118.3536
151100,201713704,9/28/2020 0:00,9/27/2020 0:00,1230,17,Devonshire,1796,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,16800    NAPA                         ST,,34.2267,-118.5
593499,220124160,11/9/2022 0:00,11/8/2022 0:00,2020,1,Central,185,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,34,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,12TH,HILL,34.0387,-118.2612
97996,200218657,12/15/2020 0:00,12/15/2020 0:00,1832,2,Rampart,221,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814 0913 2000,39,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901.0,,,,400 N  HELIOTROPE                   DR,,34.0777,-118.2958
75602,200907469,3/15/2020 0:00,3/13/2020 0:00,1900,9,Van Nuys,933,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,VESPER                       AV,BESSEMER                     ST,34.1809,-118.4509
55982,200612544,7/13/2020 0:00,7/11/2020 0:00,1330,6,Hollywood,639,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,23,F,H,404.0,DEPARTMENT STORE,,,AO,Adult Other,343.0,,,,5400 W  HOLLYWOOD                    BL,,34.1036,-118.3049
985014,240709087,5/27/2024 0:00,5/27/2024 0:00,30,7,Wilshire,753,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,1100 S  SPAULDING                    AV,,34.0561,-118.3601
984285,240711963,10/12/2024 0:00,10/11/2024 0:00,850,7,Wilshire,747,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH                          ST,LONGWOOD                     AV,34.0606,-118.337
377307,211916499,12/7/2021 0:00,12/7/2021 0:00,2220,19,Mission,1921,2,623,BATTERY POLICE (SIMPLE),1212 0401 2004 1822,32,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,,,,12800    ENCINITAS                    AV,,34.3024,-118.477
220943,211405373,1/23/2021 0:00,1/23/2021 0:00,1540,14,Pacific,1484,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 2004 1822,32,M,W,109.0,PARK/PLAYGROUND,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,7000 W  MANCHESTER                   AV,,33.9597,-118.4164
269256,221404054,1/2/2022 0:00,1/2/2021 0:00,1655,14,Pacific,1407,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0400 0448,74,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3600    DUNN                         DR,,34.0273,-118.4029
929426,240510326,7/25/2024 0:00,7/24/2024 0:00,1800,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  ALMA                         ST,,33.7361,-118.299
592758,220122598,10/16/2022 0:00,10/15/2022 0:00,1540,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0378,28,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
911980,240509260,5/31/2024 0:00,5/30/2024 0:00,1500,5,Harbor,561,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 S  MALGREN                      AV,,33.7333,-118.3137
904674,240508280,4/22/2024 0:00,4/22/2024 0:00,900,5,Harbor,557,1,480,BIKE - STOLEN,344,29,M,A,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,300 S  GRAND                        AV,,33.7415,-118.2902
72771,200510331,6/7/2020 0:00,6/4/2020 0:00,1815,5,Harbor,518,2,624,BATTERY - SIMPLE ASSAULT,0416 0552 1309,21,F,H,221.0,PUBLIC STORAGE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,500 E  PACIFIC COAST                HY,,33.798,-118.2604
885373,241508457,4/1/2024 0:00,3/28/2024 0:00,1400,15,N Hollywood,1527,2,354,THEFT OF IDENTITY,0377 1822,27,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6300    ELMER                        AV,,34.1849,-118.3769
41431,201114648,10/14/2020 0:00,10/14/2020 0:00,1300,11,Northeast,1163,1,220,ATTEMPTED ROBBERY,1300 0342 0400 0216 0432 0408,56,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,1200 N  VERMONT                      AV,,34.0932,-118.2939
532537,221004240,1/8/2022 0:00,1/6/2022 0:00,1800,10,West Valley,1024,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,HART                         ST,RESEDA                       BL,34.1976,-118.536
551632,220718195,12/25/2022 0:00,12/25/2022 0:00,130,7,Wilshire,775,1,761,BRANDISH WEAPON,0913 0421,28,M,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,1800 S  LONGWOOD                     AV,,34.0428,-118.3443
165648,201710110,6/16/2020 0:00,6/16/2020 0:00,2100,17,Devonshire,1722,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0202 1409 0411 0416 1402,27,M,H,108.0,PARKING LOT,205.0,KITCHEN KNIFE,AA,Adult Arrest,230.0,998.0,,,10300    CANOGA                       AV,,34.2572,-118.5973
204633,212016294,10/29/2021 0:00,10/8/2021 0:00,1300,20,Olympic,2029,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 1822,22,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,S  VERMONT                      AV,W  3RD                          ST,34.0691,-118.2916
230748,211613628,11/19/2021 0:00,11/19/2021 0:00,910,16,Foothill,1637,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,49,F,O,402.0,MARKET,,,AA,Adult Arrest,442.0,,,,7700    FOOTHILL                     BL,,34.2634,-118.3074
40023,200704775,1/17/2020 0:00,1/16/2020 0:00,1730,7,Wilshire,784,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344,49,F,H,102.0,SIDEWALK,,,IC,Invest Cont,420.0,,,,2000 S  ORANGE                       DR,,34.0398,-118.3501
33138,200408226,4/26/2020 0:00,4/26/2020 0:00,2020,4,Hollenbeck,497,2,624,BATTERY - SIMPLE ASSAULT,0913 0558 0400 0447,20,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,624.0,,,,1300    GLENNFIELD                   CT,,34.0212,-118.2085
910751,240110022,4/5/2024 0:00,4/4/2024 0:00,730,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,M,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,700 W  CESAR E CHAVEZ               AV,,34.0606,-118.2439
140841,211807133,3/2/2021 0:00,1/2/2020 0:00,1340,18,Southeast,1862,2,354,THEFT OF IDENTITY,0100 0923 1822 0928 0930,32,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,200 W  115TH                        ST,,33.9301,-118.2772
480209,220817247,11/24/2022 0:00,11/23/2022 0:00,2130,8,West LA,884,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,25,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331.0,,,,10800    ASHBY                        AV,,34.0375,-118.4246
1348,200510123,5/31/2020 0:00,5/30/2020 0:00,2100,5,Harbor,541,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1300    PARK WESTERN                 DR,,33.754,-118.3048
434444,221415687,8/23/2022 0:00,8/23/2022 0:00,410,14,Pacific,1494,2,888,TRESPASSING,2004,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,,,,100    WORLD WAY,,33.9455,-118.4004
937432,241310755,6/27/2024 0:00,6/27/2024 0:00,1430,13,Newton,1321,2,888,TRESPASSING,2004 0910,0,M,W,942.0,MTA - EXPO LINE - LATTC/ORTHO INSTITUTE,,,IC,Invest Cont,888.0,,,,2400 S  FLOWER                       ST,,34.0293,-118.2736
686273,231408093,4/7/2023 0:00,4/6/2023 0:00,1955,14,Pacific,1495,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,6100 W  94TH                         ST,,33.9523,-118.3906
826830,230601114,11/10/2023 0:00,11/10/2023 0:00,1940,6,Hollywood,668,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329,0,X,X,110.0,FREEWAY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740.0,998.0,,,SUNSET                       BL,WILTON,34.0981,-118.3136
357992,211509177,5/10/2021 0:00,5/6/2021 0:00,1950,15,N Hollywood,1585,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,11200    VENTURA                      BL,,34.143,-118.3727
574174,220813257,8/12/2022 0:00,8/12/2022 0:00,1545,8,West LA,855,2,901,VIOLATION OF RESTRAINING ORDER,1501,45,F,A,203.0,OTHER BUSINESS,,,AA,Adult Arrest,901.0,,,,1700    KELTON                       AV,,34.0515,-118.441
85548,200111829,5/18/2020 0:00,5/18/2020 0:00,2350,1,Central,195,2,946,OTHER MISCELLANEOUS CRIME,1501 0913,22,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946.0,,,,1800 S  MAIN                         ST,,34.0322,-118.2637
397210,211016234,12/31/2021 0:00,12/30/2021 0:00,1700,10,West Valley,1033,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,18700    TOPHAM                       ST,,34.1806,-118.5432
890190,241112917,12/27/2024 0:00,12/23/2024 0:00,900,11,Northeast,1123,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,3800    VALLEYBRINK                  RD,,34.1189,-118.2665
241502,210908642,4/27/2021 0:00,4/27/2021 0:00,1545,9,Van Nuys,932,2,354,THEFT OF IDENTITY,1822,21,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,354.0,,,,6000    NORTHCREST                   CI,,34.1839,-118.4605
258756,210813515,8/31/2021 0:00,8/11/2021 0:00,1410,8,West LA,857,2,649,DOCUMENT FORGERY / STOLEN FELONY,0100 1822 0930 0601,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,1100 S  BEVERLY                      DR,,34.0564,-118.3962
156408,201505052,1/22/2020 0:00,1/21/2020 0:00,400,15,N Hollywood,1505,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,41,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,7300    CAMELLIA                     AV,,34.2031,-118.3823
213835,210907802,4/6/2021 0:00,3/14/2021 0:00,2250,9,Van Nuys,926,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1202 1822 1606 1420 1300,61,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,6500    COSTELLO                     AV,,34.1885,-118.4378
156771,201707165,3/9/2020 0:00,3/7/2020 0:00,1900,17,Devonshire,1794,1,310,BURGLARY,1607,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,18500    ROSCOE                       BL,,34.2251,-118.5372
110308,200710077,6/5/2020 0:00,5/30/2020 0:00,2145,7,Wilshire,702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447,0,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231.0,,,,7500 W  MELROSE                      AV,,34.0837,-118.3532
888085,241008634,5/6/2024 0:00,5/4/2024 0:00,1200,10,West Valley,1008,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,32,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,331.0,,,,DE CELIS                     PL,SHERMAN                      WY,34.2012,-118.4946
482276,221600668,6/1/2022 0:00,5/3/2022 0:00,2230,16,Foothill,1641,1,251,SHOTS FIRED AT INHABITED DWELLING,1501 1100 1407 1822,37,F,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,998.0,,,13600    GAGER                        ST,,34.2542,-118.4294
535343,222011567,6/25/2022 0:00,6/25/2022 0:00,100,20,Olympic,2022,1,352,PICKPOCKET,1822 0344 0346,35,F,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352.0,,,,600 S  WESTERN                      AV,,34.0655,-118.3114
449674,221111692,7/18/2022 0:00,6/10/2022 0:00,1235,11,Northeast,1189,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,30,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,440.0,,,,3500    MARMION                      WY,,34.0871,-118.2141
964369,241904977,1/26/2024 0:00,1/25/2024 0:00,1700,19,Mission,1925,1,210,ROBBERY,0325 0443 1822 0945,0,M,O,402.0,MARKET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,14700    POLK                         ST,,34.2994,-118.4589
154901,202007818,3/22/2020 0:00,3/21/2020 0:00,1330,20,Olympic,2021,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300 S  VAN NESS                     AV,,34.069,-118.3152
605568,220414687,10/18/2022 0:00,10/18/2022 0:00,840,4,Hollenbeck,488,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,39,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,3300    OPAL                         ST,,34.0233,-118.2065
757117,231606142,3/10/2023 0:00,3/9/2023 0:00,1700,16,Foothill,1601,2,813,CHILD ANNOYING (17YRS & UNDER),1259 0340,14,F,H,102.0,SIDEWALK,,,IC,Invest Cont,813.0,,,,BORDEN                       AV,CORCORAN                     ST,34.2865,-118.4195
816034,231016729,10/7/2023 0:00,10/5/2023 0:00,2115,10,West Valley,1031,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300,51,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,19400    HAYNES                       ST,,34.189,-118.5567
805328,231209244,3/29/2023 0:00,3/29/2023 0:00,1130,12,77th Street,1219,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,0,X,X,504.0,OTHER RESIDENCE,,,IC,Invest Cont,740.0,,,,5200 S  FIGUEROA                     ST,,33.9957,-118.2827
359064,211108256,5/4/2021 0:00,5/4/2021 0:00,1140,11,Northeast,1189,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,45,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3200 N  FIGUEROA                     ST,,34.0854,-118.2204
392815,212112308,8/6/2021 0:00,8/6/2021 0:00,1310,21,Topanga,2172,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,59,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,23800    KILLION                      ST,,34.1686,-118.6475
312120,212104270,1/9/2021 0:00,1/3/2021 0:00,1800,21,Topanga,2158,2,354,THEFT OF IDENTITY,1822 0930 1402,23,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,354.0,998.0,,,6100    DE SOTO                      AV,,34.1818,-118.5904
125506,201514656,8/23/2020 0:00,8/21/2020 0:00,1630,15,N Hollywood,1563,1,330,BURGLARY FROM VEHICLE,0344 1300,39,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4500    BECK                         AV,,34.1527,-118.3834
26605,200810394,6/8/2020 0:00,5/18/2020 0:00,1200,8,West LA,834,1,480,BIKE - STOLEN,1822 1606 0344,25,F,C,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,1600    MANNING                      AV,,34.0551,-118.4337
590011,221320751,11/11/2022 0:00,11/6/2022 0:00,321,13,Newton,1372,1,648,ARSON,1501,28,F,B,501.0,SINGLE FAMILY DWELLING,506.0,FIRE,IC,Invest Cont,648.0,,,,300 E  56TH                         ST,,33.9916,-118.2701
160163,201605115,1/28/2020 0:00,1/28/2020 0:00,215,16,Foothill,1675,1,330,BURGLARY FROM VEHICLE,1307 1609 0329,32,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,330.0,,,,11100    TUXFORD                      ST,,34.2334,-118.3729
798747,231801040,12/24/2023 0:00,12/24/2023 0:00,1240,18,Southeast,1802,1,761,BRANDISH WEAPON,0913 0334 0432 1814 0421,44,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,761.0,998.0,,,300 W  93RD                         ST,,33.956,-118.2772
192561,201910350,5/27/2020 0:00,5/20/2020 0:00,1240,19,Mission,1963,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,32,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,9500    WOODMAN                      AV,,34.2454,-118.4505
858097,231313916,7/13/2023 0:00,7/13/2023 0:00,1400,13,Newton,1325,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2000 1814,27,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,,,,3200 S  CENTRAL                      AV,,34.0145,-118.2565
52498,200714650,10/7/2020 0:00,10/7/2020 0:00,1645,7,Wilshire,743,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0329 0344 1309,71,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,900 S  SIERRA BONITA                AV,,34.059,-118.3553
705131,230120866,9/29/2023 0:00,9/29/2023 0:00,2310,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,25,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH                          ST,SAN PEDRO                    ST,34.0442,-118.2439
601733,220709109,5/12/2022 0:00,5/10/2022 0:00,1600,7,Wilshire,734,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,400 S  BURNSIDE                     AV,,34.0672,-118.3518
997429,240607991,3/30/2024 0:00,3/29/2024 0:00,2000,6,Hollywood,638,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1800 N  VAN NESS                     AV,,34.1038,-118.3158
